# BUSCO version is: 5.4.6 
# The lineage dataset is: pseudomonadales_odb10 (Creation date: 2020-03-06, number of genomes: 159, number of BUSCOs: 782)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
14127at72274	Complete	NODE_5_length_402621_cov_147.526101	261960	263219	-	781.7	383	https://www.orthodb.org/v10?query=14127at72274	transcription termination factor Rho
14130at72274	Complete	NODE_16_length_238046_cov_145.620274	94771	96096	+	599.4	348	https://www.orthodb.org/v10?query=14130at72274	histidinol dehydrogenase
14278at72274	Complete	NODE_34_length_115910_cov_155.269276	102180	103490	-	430.6	320	https://www.orthodb.org/v10?query=14278at72274	16S rRNA (cytosine(967)-C(5))-methyltransferase
14362at72274	Complete	NODE_11_length_334013_cov_140.442747	278904	280205	-	415.1	329	https://www.orthodb.org/v10?query=14362at72274	Tol-Pal system protein TolB
14446at72274	Complete	NODE_55_length_35875_cov_138.047321	4142	5275	-	680.0	335	https://www.orthodb.org/v10?query=14446at72274	Queuine tRNA-ribosyltransferase
14523at72274	Complete	NODE_5_length_402621_cov_147.526101	190330	191559	+	690.9	361	https://www.orthodb.org/v10?query=14523at72274	D-3-phosphoglycerate dehydrogenase
14524at72274	Complete	NODE_5_length_402621_cov_147.526101	275843	277090	+	618.3	347	https://www.orthodb.org/v10?query=14524at72274	diaminopimelate decarboxylase
14546at72274	Complete	NODE_71_length_12031_cov_149.135519	5980	7518	-	647.3	472	https://www.orthodb.org/v10?query=14546at72274	lipid II flippase MurJ
14552at72274	Complete	NODE_50_length_49015_cov_148.206976	11943	13139	+	504.5	323	https://www.orthodb.org/v10?query=14552at72274	succinyldiaminopimelate transaminase
14567at72274	Complete	NODE_11_length_334013_cov_140.442747	94987	96222	-	685.0	363	https://www.orthodb.org/v10?query=14567at72274	aspartate kinase
14812at72274	Complete	NODE_33_length_121973_cov_148.256637	27578	28792	-	486.7	331	https://www.orthodb.org/v10?query=14812at72274	Phosphoserine phosphatase
14816at72274	Complete	NODE_23_length_178631_cov_143.445619	175402	176619	+	573.0	337	https://www.orthodb.org/v10?query=14816at72274	Arginine biosynthesis bifunctional protein ArgJ
14821at72274	Complete	NODE_23_length_178631_cov_143.445619	168132	169394	+	441.5	330	https://www.orthodb.org/v10?query=14821at72274	cell division protein FtsA
14956at72274	Complete	NODE_23_length_178631_cov_143.445619	164841	166289	+	782.3	418	https://www.orthodb.org/v10?query=14956at72274	UDP-N-acetylmuramate--L-alanine ligase
15149at72274	Complete	NODE_33_length_121973_cov_148.256637	5990	7282	-	685.1	379	https://www.orthodb.org/v10?query=15149at72274	adenylosuccinate synthase
15219at72274	Complete	NODE_16_length_238046_cov_145.620274	200121	201497	+	749.6	406	https://www.orthodb.org/v10?query=15219at72274	signal recognition particle protein
15329at72274	Complete	NODE_5_length_402621_cov_147.526101	228845	230143	-	623.3	372	https://www.orthodb.org/v10?query=15329at72274	amino-acid N-acetyltransferase
15349at72274	Complete	NODE_14_length_248483_cov_144.560884	3682	4773	+	340.3	269	https://www.orthodb.org/v10?query=15349at72274	anhydro-N-acetylmuramic acid kinase
15423at72274	Complete	NODE_5_length_402621_cov_147.526101	344463	345740	+	531.5	329	https://www.orthodb.org/v10?query=15423at72274	phosphopantothenoylcysteine decarboxylase
15474at72274	Complete	NODE_16_length_238046_cov_145.620274	92651	93916	+	671.1	373	https://www.orthodb.org/v10?query=15474at72274	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
15493at72274	Complete	NODE_58_length_29982_cov_153.947400	25741	27129	+	572.3	367	https://www.orthodb.org/v10?query=15493at72274	Poly(A) polymerase I
15646at72274	Complete	NODE_41_length_81790_cov_142.421438	65687	66976	-	723.1	383	https://www.orthodb.org/v10?query=15646at72274	Enolase
15718at72274	Complete	NODE_16_length_238046_cov_145.620274	8880	10025	+	635.0	330	https://www.orthodb.org/v10?query=15718at72274	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
16137at72274	Complete	NODE_5_length_402621_cov_147.526101	134525	135664	+	603.4	326	https://www.orthodb.org/v10?query=16137at72274	Homoserine O-succinyltransferase
16276at72274	Complete	NODE_5_length_402621_cov_147.526101	147179	148534	+	555.3	362	https://www.orthodb.org/v10?query=16276at72274	peptidase M16
16452at72274	Complete	NODE_5_length_402621_cov_147.526101	98513	99973	+	563.6	376	https://www.orthodb.org/v10?query=16452at72274	selenoprotein O and cysteine-containing protein
16460at72274	Complete	NODE_43_length_77009_cov_138.396454	38728	39855	-	590.8	325	https://www.orthodb.org/v10?query=16460at72274	Citrate synthase
16462at72274	Complete	NODE_15_length_244030_cov_148.643837	28549	29709	-	656.7	338	https://www.orthodb.org/v10?query=16462at72274	carbamoyl-phosphate synthase small subunit
16477at72274	Complete	NODE_16_length_238046_cov_145.620274	12959	14248	+	566.2	339	https://www.orthodb.org/v10?query=16477at72274	histidine--tRNA ligase
16529at72274	Complete	NODE_5_length_402621_cov_147.526101	13866	15080	+	479.3	340	https://www.orthodb.org/v10?query=16529at72274	dihydroorotase
16555at72274	Complete	NODE_35_length_113010_cov_137.280653	50030	51412	+	698.8	393	https://www.orthodb.org/v10?query=16555at72274	cysteine--tRNA ligase
16598at72274	Complete	NODE_15_length_244030_cov_148.643837	177831	179126	+	653.9	366	https://www.orthodb.org/v10?query=16598at72274	phosphoribosylamine--glycine ligase
16831at72274	Complete	NODE_5_length_402621_cov_147.526101	264031	265533	+	673.4	393	https://www.orthodb.org/v10?query=16831at72274	exopolyphosphatase
16907at72274	Complete	NODE_23_length_178631_cov_143.445619	7349	9424	+	378.4	318	https://www.orthodb.org/v10?query=16907at72274	exodeoxyribonuclease V subunit alpha
16977at72274	Complete	NODE_10_length_350271_cov_142.324823	11372	12538	+	637.2	342	https://www.orthodb.org/v10?query=16977at72274	succinate--CoA ligase subunit beta
17118at72274	Complete	NODE_14_length_248483_cov_144.560884	843	2042	-	663.1	351	https://www.orthodb.org/v10?query=17118at72274	tyrosine--tRNA ligase
17132at72274	Complete	NODE_33_length_121973_cov_148.256637	10975	12276	-	606.0	360	https://www.orthodb.org/v10?query=17132at72274	GTPase HflX
17191at72274	Complete	NODE_41_length_81790_cov_142.421438	28234	29592	-	460.8	343	https://www.orthodb.org/v10?query=17191at72274	23S rRNA (uracil(1939)-C(5))-methyltransferase
17215at72274	Complete	NODE_11_length_334013_cov_140.442747	206179	207357	+	605.4	344	https://www.orthodb.org/v10?query=17215at72274	VWA domain-containing protein
17279at72274	Complete	NODE_16_length_238046_cov_145.620274	3347	4561	+	665.9	363	https://www.orthodb.org/v10?query=17279at72274	Cysteine desulfurase IscS
17346at72274	Complete	NODE_33_length_121973_cov_148.256637	118830	120236	+	510.2	356	https://www.orthodb.org/v10?query=17346at72274	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
17347at72274	Complete	NODE_5_length_402621_cov_147.526101	374913	376220	+	477.5	334	https://www.orthodb.org/v10?query=17347at72274	Histidine kinase
17428at72274	Complete	NODE_61_length_27423_cov_157.581804	13383	14495	-	586.6	312	https://www.orthodb.org/v10?query=17428at72274	aspartate-semialdehyde dehydrogenase
17520at72274	Complete	NODE_41_length_81790_cov_142.421438	76604	77731	-	467.2	310	https://www.orthodb.org/v10?query=17520at72274	lipid-A-disaccharide synthase
17565at72274	Complete	NODE_61_length_27423_cov_157.581804	996	2207	-	612.3	343	https://www.orthodb.org/v10?query=17565at72274	O-succinylhomoserine sulfhydrylase
17584at72274	Complete	NODE_10_length_350271_cov_142.324823	29925	30950	+	441.8	268	https://www.orthodb.org/v10?query=17584at72274	glycerol-3-phosphate dehydrogenase
18102at72274	Complete	NODE_43_length_77009_cov_138.396454	74606	75919	-	549.6	371	https://www.orthodb.org/v10?query=18102at72274	trigger factor
18149at72274	Complete	NODE_10_length_350271_cov_142.324823	22764	23984	-	634.0	356	https://www.orthodb.org/v10?query=18149at72274	beta-ketoacyl-
18206at72274	Complete	NODE_15_length_244030_cov_148.643837	165901	167472	-	668.6	375	https://www.orthodb.org/v10?query=18206at72274	Gamma-glutamyl phosphate reductase
18218at72274	Complete	NODE_11_length_334013_cov_140.442747	266399	267835	+	457.2	376	https://www.orthodb.org/v10?query=18218at72274	peptidase M48
18225at72274	Complete	NODE_24_length_167559_cov_149.415752	58911	60011	-	402.5	229	https://www.orthodb.org/v10?query=18225at72274	Ribosome-binding ATPase YchF
18265at72274	Complete	NODE_26_length_158593_cov_142.106298	96372	97466	+	563.3	316	https://www.orthodb.org/v10?query=18265at72274	prephenate dehydratase
18426at72274	Complete	NODE_10_length_350271_cov_142.324823	224956	226281	+	572.0	350	https://www.orthodb.org/v10?query=18426at72274	ATPase AAA
18714at72274	Complete	NODE_16_length_238046_cov_145.620274	206191	207495	+	649.2	377	https://www.orthodb.org/v10?query=18714at72274	Homoserine dehydrogenase
18752at72274	Complete	NODE_5_length_402621_cov_147.526101	137339	138514	+	465.4	300	https://www.orthodb.org/v10?query=18752at72274	Oxygen-independent coproporphyrinogen-III oxidase-like protein
18777at72274	Complete	NODE_37_length_99028_cov_149.989712	19523	20917	+	578.8	382	https://www.orthodb.org/v10?query=18777at72274	MFS transporter
18974at72274	Complete	NODE_14_length_248483_cov_144.560884	120107	121747	+	664.5	441	https://www.orthodb.org/v10?query=18974at72274	dihydrolipoamide acetyltransferase
19211at72274	Complete	NODE_17_length_234264_cov_142.455790	99417	100850	+	554.2	359	https://www.orthodb.org/v10?query=19211at72274	Periplasmic serine endoprotease DegP-like
19244at72274	Complete	NODE_54_length_37383_cov_123.116282	23816	24907	+	563.5	302	https://www.orthodb.org/v10?query=19244at72274	chorismate synthase
19292at72274	Complete	NODE_33_length_121973_cov_148.256637	18341	19405	+	469.1	278	https://www.orthodb.org/v10?query=19292at72274	Epoxyqueuosine reductase
19316at72274	Complete	NODE_11_length_334013_cov_140.442747	267868	268926	-	533.3	277	https://www.orthodb.org/v10?query=19316at72274	quinolinate synthetase
19630at72274	Complete	NODE_5_length_402621_cov_147.526101	77107	78543	+	692.5	391	https://www.orthodb.org/v10?query=19630at72274	nitrogen regulation protein NR(I)
19644at72274	Complete	NODE_5_length_402621_cov_147.526101	391249	392331	-	451.5	289	https://www.orthodb.org/v10?query=19644at72274	5-(carboxyamino)imidazole ribonucleotide synthase
19753at72274	Complete	NODE_50_length_49015_cov_148.206976	22515	23666	+	532.7	310	https://www.orthodb.org/v10?query=19753at72274	succinyl-diaminopimelate desuccinylase
19791at72274	Complete	NODE_23_length_178631_cov_143.445619	129745	130905	-	466.7	296	https://www.orthodb.org/v10?query=19791at72274	2-alkenal reductase
19991at72274	Complete	NODE_5_length_402621_cov_147.526101	12865	13869	+	605.9	304	https://www.orthodb.org/v10?query=19991at72274	aspartate carbamoyltransferase
20071at72274	Complete	NODE_44_length_76462_cov_137.865510	50236	51474	+	303.6	276	https://www.orthodb.org/v10?query=20071at72274	Nuclease SbcCD subunit D
20191at72274	Complete	NODE_17_length_234264_cov_142.455790	173365	174459	+	459.7	261	https://www.orthodb.org/v10?query=20191at72274	ATP-binding protein
20214at72274	Complete	NODE_10_length_350271_cov_142.324823	210498	211622	-	625.2	312	https://www.orthodb.org/v10?query=20214at72274	tRNA 2-thiouridine(34) synthase MnmA
20241at72274	Complete	NODE_16_length_238046_cov_145.620274	62662	64113	-	813.4	442	https://www.orthodb.org/v10?query=20241at72274	Glutamyl-tRNA(Gln) amidotransferase subunit A
20515at72274	Complete	NODE_11_length_334013_cov_140.442747	173375	174496	-	550.6	324	https://www.orthodb.org/v10?query=20515at72274	beta-ketoacyl-ACP synthase III
20685at72274	Complete	NODE_32_length_122996_cov_142.639169	44237	47725	+	1105.3	925	https://www.orthodb.org/v10?query=20685at72274	chromosome segregation protein SMC
20753at72274	Complete	NODE_20_length_193810_cov_149.550588	61337	62347	-	414.4	246	https://www.orthodb.org/v10?query=20753at72274	tRNA dihydrouridine synthase DusA
20800at72274	Complete	NODE_50_length_49015_cov_148.206976	2003	3205	-	528.8	329	https://www.orthodb.org/v10?query=20800at72274	1-deoxy-D-xylulose-5-phosphate reductoisomerase
20851at72274	Complete	NODE_33_length_121973_cov_148.256637	99112	100302	+	679.5	350	https://www.orthodb.org/v10?query=20851at72274	methionine adenosyltransferase
20878at72274	Complete	NODE_16_length_238046_cov_145.620274	64622	65659	+	570.3	300	https://www.orthodb.org/v10?query=20878at72274	rod shape-determining protein
20904at72274	Complete	NODE_34_length_115910_cov_155.269276	81029	82114	+	357.5	279	https://www.orthodb.org/v10?query=20904at72274	DNA replication and repair protein RecF
20929at72274	Complete	NODE_33_length_121973_cov_148.256637	83334	84515	+	555.1	358	https://www.orthodb.org/v10?query=20929at72274	membrane protein
21126at72274	Complete	NODE_14_length_248483_cov_144.560884	86691	87749	-	595.2	299	https://www.orthodb.org/v10?query=21126at72274	Biotin synthase
21206at72274	Complete	NODE_24_length_167559_cov_149.415752	22563	23681	+	536.0	324	https://www.orthodb.org/v10?query=21206at72274	glutamate 5-kinase
21460at72274	Complete	NODE_26_length_158593_cov_142.106298	95185	96372	+	577.7	317	https://www.orthodb.org/v10?query=21460at72274	Phosphoserine aminotransferase
21482at72274	Complete	NODE_33_length_121973_cov_148.256637	46071	47342	-	468.2	344	https://www.orthodb.org/v10?query=21482at72274	3-deoxy-D-manno-octulosonic-acid transferase
21526at72274	Complete	NODE_58_length_29982_cov_153.947400	2964	4019	-	654.7	313	https://www.orthodb.org/v10?query=21526at72274	ketol-acid reductoisomerase
21547at72274	Complete	NODE_23_length_178631_cov_143.445619	139755	140849	+	500.2	304	https://www.orthodb.org/v10?query=21547at72274	Cell division protein ZapE
21685at72274	Complete	NODE_10_length_350271_cov_142.324823	207022	208188	-	401.6	319	https://www.orthodb.org/v10?query=21685at72274	cupin
21757at72274	Complete	NODE_11_length_334013_cov_140.442747	296261	297325	-	398.3	256	https://www.orthodb.org/v10?query=21757at72274	DNA polymerase IV
21886at72274	Complete	NODE_24_length_167559_cov_149.415752	68046	69128	+	533.1	298	https://www.orthodb.org/v10?query=21886at72274	peptide chain release factor 1
22000at72274	Complete	NODE_14_length_248483_cov_144.560884	48526	49551	-	461.9	278	https://www.orthodb.org/v10?query=22000at72274	tRNA N6-adenosine threonylcarbamoyltransferase
22001at72274	Complete	NODE_34_length_115910_cov_155.269276	97807	98754	-	581.1	272	https://www.orthodb.org/v10?query=22001at72274	glycine--tRNA ligase subunit alpha
22039at72274	Complete	NODE_15_length_244030_cov_148.643837	157781	158941	-	559.2	327	https://www.orthodb.org/v10?query=22039at72274	D-alanyl-D-alanine carboxypeptidase
22102at72274	Complete	NODE_5_length_402621_cov_147.526101	104953	106017	-	618.9	327	https://www.orthodb.org/v10?query=22102at72274	uroporphyrinogen decarboxylase
22284at72274	Complete	NODE_37_length_99028_cov_149.989712	47043	48173	+	446.9	281	https://www.orthodb.org/v10?query=22284at72274	Riboflavin biosynthesis protein RibD
22432at72274	Complete	NODE_34_length_115910_cov_155.269276	60161	61528	-	574.7	370	https://www.orthodb.org/v10?query=22432at72274	Bifunctional protein GlmU
22679at72274	Complete	NODE_20_length_193810_cov_149.550588	24472	25647	+	657.2	350	https://www.orthodb.org/v10?query=22679at72274	acetyl-CoA C-acyltransferase FadA
22700at72274	Complete	NODE_11_length_334013_cov_140.442747	283063	284109	-	514.1	270	https://www.orthodb.org/v10?query=22700at72274	Holliday junction DNA helicase RuvB
23028at72274	Complete	NODE_23_length_178631_cov_143.445619	160133	161215	+	577.6	318	https://www.orthodb.org/v10?query=23028at72274	phospho-N-acetylmuramoyl-pentapeptide- transferase
23030at72274	Complete	NODE_42_length_81153_cov_141.241613	75749	76870	-	476.7	302	https://www.orthodb.org/v10?query=23030at72274	NAD(P) transhydrogenase subunit alpha
23144at72274	Complete	NODE_33_length_121973_cov_148.256637	91543	92607	-	662.8	317	https://www.orthodb.org/v10?query=23144at72274	fructose-1,6-bisphosphate aldolase
23194at72274	Complete	NODE_33_length_121973_cov_148.256637	7339	8526	-	406.3	295	https://www.orthodb.org/v10?query=23194at72274	ATP phosphoribosyltransferase regulatory subunit
23243at72274	Complete	NODE_16_length_238046_cov_145.620274	14930	16072	+	375.9	380	https://www.orthodb.org/v10?query=23243at72274	outer membrane protein assembly factor BamB
23306at72274	Complete	NODE_5_length_402621_cov_147.526101	76025	77110	+	491.7	309	https://www.orthodb.org/v10?query=23306at72274	PAS domain-containing sensor histidine kinase
23374at72274	Complete	NODE_14_length_248483_cov_144.560884	187555	188622	+	413.4	285	https://www.orthodb.org/v10?query=23374at72274	A/G-specific adenine glycosylase
23468at72274	Complete	NODE_5_length_402621_cov_147.526101	114193	115290	-	546.6	312	https://www.orthodb.org/v10?query=23468at72274	3-dehydroquinate synthase
23475at72274	Complete	NODE_11_length_334013_cov_140.442747	228707	229840	-	355.5	284	https://www.orthodb.org/v10?query=23475at72274	ribonuclease D
23750at72274	Complete	NODE_10_length_350271_cov_142.324823	8444	9667	+	627.4	346	https://www.orthodb.org/v10?query=23750at72274	dihydrolipoamide succinyltransferase
23835at72274	Complete	NODE_16_length_238046_cov_145.620274	11824	12933	+	644.2	327	https://www.orthodb.org/v10?query=23835at72274	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
23862at72274	Complete	NODE_34_length_115910_cov_155.269276	108799	109710	+	473.9	255	https://www.orthodb.org/v10?query=23862at72274	coproporphyrinogen III oxidase
23903at72274	Complete	NODE_23_length_178631_cov_143.445619	161216	162568	+	515.4	340	https://www.orthodb.org/v10?query=23903at72274	UDP-N-acetylmuramoylalanine-D-glutamate ligase
23949at72274	Missing
24002at72274	Complete	NODE_14_length_248483_cov_144.560884	35651	36976	+	438.5	354	https://www.orthodb.org/v10?query=24002at72274	peptidyl-prolyl cis-trans isomerase
24069at72274	Complete	NODE_61_length_27423_cov_157.581804	5176	6483	-	476.0	337	https://www.orthodb.org/v10?query=24069at72274	bifunctional folylpolyglutamate synthase/dihydrofolate synthase
24117at72274	Complete	NODE_16_length_238046_cov_145.620274	231272	232186	+	518.9	264	https://www.orthodb.org/v10?query=24117at72274	peptide chain release factor 2
24118at72274	Complete	NODE_17_length_234264_cov_142.455790	162294	163340	-	543.1	306	https://www.orthodb.org/v10?query=24118at72274	dihydroorotase
24142at72274	Complete	NODE_24_length_167559_cov_149.415752	21251	22477	+	619.5	358	https://www.orthodb.org/v10?query=24142at72274	GTPase Obg
24325at72274	Complete	NODE_5_length_402621_cov_147.526101	65832	66842	-	462.0	278	https://www.orthodb.org/v10?query=24325at72274	Fructose-1,6-bisphosphatase class 1
24369at72274	Complete	NODE_37_length_99028_cov_149.989712	12818	13819	+	505.3	275	https://www.orthodb.org/v10?query=24369at72274	DNA-directed RNA polymerase subunit alpha
24553at72274	Complete	NODE_23_length_178631_cov_143.445619	163769	164848	+	446.2	292	https://www.orthodb.org/v10?query=24553at72274	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
24560at72274	Complete	NODE_20_length_193810_cov_149.550588	1889	3031	+	400.6	278	https://www.orthodb.org/v10?query=24560at72274	Erythronate-4-phosphate dehydrogenase
24801at72274	Complete	NODE_15_length_244030_cov_148.643837	174629	175642	+	471.0	264	https://www.orthodb.org/v10?query=24801at72274	tRNA-dihydrouridine synthase B
24820at72274	Complete	NODE_61_length_27423_cov_157.581804	14559	15641	-	553.1	317	https://www.orthodb.org/v10?query=24820at72274	3-isopropylmalate dehydrogenase
24909at72274	Complete	NODE_14_length_248483_cov_144.560884	31725	32744	-	356.9	244	https://www.orthodb.org/v10?query=24909at72274	aminoglycoside phosphotransferase
24999at72274	Complete	NODE_49_length_55970_cov_141.722506	2596	3813	-	393.7	239	https://www.orthodb.org/v10?query=24999at72274	Endolytic murein transglycosylase
25123at72274	Complete	NODE_59_length_29964_cov_141.092214	24134	26137	+	406.9	266	https://www.orthodb.org/v10?query=25123at72274	Outer membrane protein assembly factor BamD
25202at72274	Complete	NODE_17_length_234264_cov_142.455790	155860	156780	-	445.8	258	https://www.orthodb.org/v10?query=25202at72274	ornithine carbamoyltransferase
25207at72274	Complete	NODE_52_length_40971_cov_146.674231	24435	25460	-	464.8	285	https://www.orthodb.org/v10?query=25207at72274	dihydroorotate dehydrogenase 2
25406at72274	Complete	NODE_10_length_350271_cov_142.324823	74913	76382	-	549.5	376	https://www.orthodb.org/v10?query=25406at72274	NADH:ubiquinone oxidoreductase subunit N
25465at72274	Duplicated	NODE_17_length_234264_cov_142.455790	135342	136259	-	453.9	261	https://www.orthodb.org/v10?query=25465at72274	transcriptional regulator
25465at72274	Duplicated	NODE_8_length_373546_cov_136.739071	194011	194955	+	409.2	261	https://www.orthodb.org/v10?query=25465at72274	transcriptional regulator
25490at72274	Complete	NODE_55_length_35875_cov_138.047321	5272	6321	-	423.9	276	https://www.orthodb.org/v10?query=25490at72274	S-adenosylmethionine
25563at72274	Complete	NODE_15_length_244030_cov_148.643837	143115	144113	+	497.9	262	https://www.orthodb.org/v10?query=25563at72274	ATP-binding protein
25696at72274	Complete	NODE_23_length_178631_cov_143.445619	169450	170646	+	501.3	311	https://www.orthodb.org/v10?query=25696at72274	cell division protein FtsZ
25705at72274	Complete	NODE_14_length_248483_cov_144.560884	235983	237296	-	464.2	350	https://www.orthodb.org/v10?query=25705at72274	two-component sensor histidine kinase
25716at72274	Complete	NODE_17_length_234264_cov_142.455790	104536	105438	+	474.8	260	https://www.orthodb.org/v10?query=25716at72274	GTPase Era
25878at72274	Complete	NODE_54_length_37383_cov_123.116282	20739	21647	+	432.8	263	https://www.orthodb.org/v10?query=25878at72274	ribosomal protein L3 N(5)-glutamine methyltransferase
25908at72274	Complete	NODE_41_length_81790_cov_142.421438	21378	22436	+	560.8	283	https://www.orthodb.org/v10?query=25908at72274	phosphoribosylformylglycinamidine cyclo-ligase
25945at72274	Complete	NODE_71_length_12031_cov_149.135519	183	1130	-	502.2	265	https://www.orthodb.org/v10?query=25945at72274	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
26334at72274	Complete	NODE_41_length_81790_cov_142.421438	79061	80104	-	385.6	263	https://www.orthodb.org/v10?query=26334at72274	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
26508at72274	Complete	NODE_16_length_238046_cov_145.620274	83977	85446	-	632.4	420	https://www.orthodb.org/v10?query=26508at72274	RNA polymerase sigma-54 factor
26517at72274	Complete	NODE_4_length_432769_cov_139.405138	14121	15137	+	486.3	300	https://www.orthodb.org/v10?query=26517at72274	phenylalanine--tRNA ligase subunit alpha
26581at72274	Complete	NODE_15_length_244030_cov_148.643837	161243	162385	-	565.4	329	https://www.orthodb.org/v10?query=26581at72274	Peptidoglycan glycosyltransferase MrdB
26676at72274	Complete	NODE_5_length_402621_cov_147.526101	115911	117158	-	562.8	357	https://www.orthodb.org/v10?query=26676at72274	fimbrial protein
26684at72274	Complete	NODE_24_length_167559_cov_149.415752	61412	62344	-	554.5	280	https://www.orthodb.org/v10?query=26684at72274	ribose-phosphate pyrophosphokinase
26781at72274	Complete	NODE_15_length_244030_cov_148.643837	116264	117133	-	357.9	241	https://www.orthodb.org/v10?query=26781at72274	acyl-CoA thioesterase II
26787at72274	Complete	NODE_23_length_178631_cov_143.445619	170759	171670	+	410.0	247	https://www.orthodb.org/v10?query=26787at72274	UDP-3-O-acyl-N-acetylglucosamine deacetylase
27481at72274	Complete	NODE_5_length_402621_cov_147.526101	145364	146947	-	499.0	275	https://www.orthodb.org/v10?query=27481at72274	Signal recognition particle receptor FtsY
27495at72274	Complete	NODE_33_length_121973_cov_148.256637	26531	27394	+	421.1	238	https://www.orthodb.org/v10?query=27495at72274	phosphatidylserine decarboxylase
27539at72274	Complete	NODE_14_length_248483_cov_144.560884	14009	15058	-	497.8	289	https://www.orthodb.org/v10?query=27539at72274	anthranilate phosphoribosyltransferase
27577at72274	Complete	NODE_61_length_27423_cov_157.581804	18814	19692	+	397.1	250	https://www.orthodb.org/v10?query=27577at72274	LysR family transcriptional regulator
27713at72274	Complete	NODE_43_length_77009_cov_138.396454	47371	48345	-	365.2	241	https://www.orthodb.org/v10?query=27713at72274	transcriptional regulator CysB
27986at72274	Complete	NODE_33_length_121973_cov_148.256637	65585	66421	-	260.6	210	https://www.orthodb.org/v10?query=27986at72274	Ribosomal RNA large subunit methyltransferase J
28337at72274	Complete	NODE_49_length_55970_cov_141.722506	12547	13503	-	397.3	261	https://www.orthodb.org/v10?query=28337at72274	Pseudouridine synthase
28379at72274	Complete	NODE_5_length_402621_cov_147.526101	29575	30345	+	445.0	226	https://www.orthodb.org/v10?query=28379at72274	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
28390at72274	Complete	NODE_16_length_238046_cov_145.620274	204314	205210	+	413.2	250	https://www.orthodb.org/v10?query=28390at72274	site-specific tyrosine recombinase XerD
28456at72274	Complete	NODE_11_length_334013_cov_140.442747	212747	213520	-	361.8	211	https://www.orthodb.org/v10?query=28456at72274	class II glutamine amidotransferase
28566at72274	Complete	NODE_59_length_29964_cov_141.092214	13129	14337	+	437.6	336	https://www.orthodb.org/v10?query=28566at72274	type II secretion system protein F
28793at72274	Complete	NODE_41_length_81790_cov_142.421438	40432	41256	-	503.6	242	https://www.orthodb.org/v10?query=28793at72274	tRNA 2-thiocytidine(32) synthetase TtcA
28919at72274	Complete	NODE_26_length_158593_cov_142.106298	81627	82559	+	407.9	241	https://www.orthodb.org/v10?query=28919at72274	Rhodanese-like domain
28950at72274	Complete	NODE_5_length_402621_cov_147.526101	349545	350324	+	327.5	210	https://www.orthodb.org/v10?query=28950at72274	exodeoxyribonuclease III
29139at72274	Complete	NODE_5_length_402621_cov_147.526101	176763	177572	-	387.1	229	https://www.orthodb.org/v10?query=29139at72274	prolipoprotein diacylglyceryl transferase
29150at72274	Duplicated	NODE_26_length_158593_cov_142.106298	144514	145353	-	277.4	201	https://www.orthodb.org/v10?query=29150at72274	UTP--glucose-1-phosphate uridylyltransferase
29150at72274	Duplicated	NODE_10_length_350271_cov_142.324823	337952	338791	+	277.1	201	https://www.orthodb.org/v10?query=29150at72274	UTP--glucose-1-phosphate uridylyltransferase
29175at72274	Complete	NODE_42_length_81153_cov_141.241613	5363	6367	-	480.4	287	https://www.orthodb.org/v10?query=29175at72274	Luciferase-like domain
29190at72274	Complete	NODE_14_length_248483_cov_144.560884	36973	37962	+	437.6	279	https://www.orthodb.org/v10?query=29190at72274	4-hydroxythreonine-4-phosphate dehydrogenase
29232at72274	Complete	NODE_10_length_350271_cov_142.324823	81196	82203	-	586.8	297	https://www.orthodb.org/v10?query=29232at72274	NADH-quinone oxidoreductase subunit H
29288at72274	Complete	NODE_23_length_178631_cov_143.445619	162565	163779	+	423.6	307	https://www.orthodb.org/v10?query=29288at72274	cell division protein FtsW
29396at72274	Complete	NODE_5_length_402621_cov_147.526101	347744	348649	+	476.0	258	https://www.orthodb.org/v10?query=29396at72274	acetylglutamate kinase
29421at72274	Complete	NODE_33_length_121973_cov_148.256637	20894	21958	+	456.3	297	https://www.orthodb.org/v10?query=29421at72274	Small ribosomal subunit biogenesis GTPase RsgA
29426at72274	Complete	NODE_41_length_81790_cov_142.421438	49488	50555	-	619.0	307	https://www.orthodb.org/v10?query=29426at72274	Protein RecA
29543at72274	Complete	NODE_71_length_12031_cov_149.135519	4911	5879	-	340.5	239	https://www.orthodb.org/v10?query=29543at72274	Riboflavin biosynthesis protein
29546at72274	Complete	NODE_34_length_115910_cov_155.269276	67468	68337	-	420.7	244	https://www.orthodb.org/v10?query=29546at72274	ATP synthase subunit a
29729at72274	Complete	NODE_60_length_29883_cov_134.316446	27165	28052	+	324.4	192	https://www.orthodb.org/v10?query=29729at72274	ATPase AAA
